Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer Segment
15627,457,24,39.25,1,2,1,121,Lost
15628,5,299,756.89,5,5,5,555,Champion
15629,450,77,221.7,1,4,3,143,At Risk
15630,45,80,214.63,4,4,3,443,Need Attention
15631,642,39,87.52,1,3,2,132,Hibernating
15632,16,167,450.22,5,4,4,544,Champion
15633,509,176,594.28,1,5,5,155,Cannot Lose Them
15634,17,34,124.0,5,2,3,523,Promising
15635,396,2,37.7,2,1,1,211,Hibernating
15636,90,57,206.43,3,3,3,333,Potential Loyalist
15637,53,41,125.86,4,3,3,433,Potential Loyalist
15638,379,25,84.4,2,2,2,222,Hibernating
15639,134,69,209.95,3,3,3,333,Potential Loyalist
15640,4,748,2095.75,5,5,5,555,Champion
15641,105,311,619.0600000000001,3,5,5,355,Loyal Customer
15642,730,6,2.5,1,1,1,111,Lost
15643,192,33,195.79,3,2,3,323,Potential Loyalist
15644,166,232,416.29,3,5,4,354,Loyal Customer
15645,19,68,227.12,5,3,3,533,Potential Loyalist
15646,158,68,157.94,3,3,3,333,Potential Loyalist
15647,415,11,18.6,1,1,1,111,Lost
15648,204,24,108.55,2,2,2,222,Hibernating
15649,336,11,64.95,2,1,2,212,Hibernating
15650,522,36,175.06,1,3,3,133,At Risk
15651,37,60,124.25,4,3,3,433,Potential Loyalist
15652,91,102,426.54,3,4,4,344,Loyal Customer
15653,93,6,5.4399999999999995,3,1,1,311,New Customer
15654,9,21,64.49,5,2,2,522,Promising
15655,243,34,105.13,2,2,2,222,Hibernating
15656,45,47,207.32999999999998,4,3,3,433,Potential Loyalist
15657,23,1,1.25,4,1,1,411,New Customer
15658,190,103,534.96,3,4,5,345,Loyal Customer
15659,44,21,118.68,4,2,3,423,Potential Loyalist
15660,25,151,343.06,4,4,4,444,Loyal Customer
15661,317,44,118.64,2,3,3,233,Hibernating
15662,661,12,45.4,1,1,1,111,Lost
15663,106,9,22.59,3,1,1,311,New Customer
15664,51,70,204.73,4,3,3,433,Potential Loyalist
15665,168,286,641.1,3,5,5,355,Loyal Customer
15666,472,67,136.73,1,3,3,133,At Risk
15667,40,13,20.22,4,1,1,411,New Customer
15668,218,1,1.06,2,1,1,211,Hibernating
15669,40,33,106.0,4,2,2,422,New Customer
15670,297,19,74.45,2,2,2,222,Hibernating
15671,19,78,188.47,5,4,3,543,Loyal Customer
15672,725,3,20.65,1,1,1,111,Lost
15673,88,268,731.79,3,5,5,355,Loyal Customer
15674,73,351,1482.21,3,5,5,355,Loyal Customer
15675,81,35,112.46,3,2,3,323,Potential Loyalist
15676,19,202,645.56,5,5,5,555,Champion
15677,49,72,253.66,4,3,4,434,Need Attention
15678,53,92,263.92,4,4,4,444,Loyal Customer
15679,24,110,121.48,4,4,3,443,Need Attention
15680,9,236,702.52,5,5,5,555,Champion
15681,25,88,252.94,4,4,4,444,Loyal Customer
15682,599,25,53.53,1,2,2,122,Hibernating
15683,117,26,62.77,3,2,2,322,Hibernating
15684,547,11,54.05,1,1,2,112,Lost
15685,450,17,29.970000000000002,1,2,1,121,Lost
15686,420,1,1.25,1,1,1,111,Lost
15687,9,166,705.21,5,4,5,545,Champion
15688,419,27,64.37,1,2,2,122,Hibernating
15689,120,24,85.59,3,2,2,322,Hibernating
15690,4,19,12.98,5,2,1,521,Promising
15691,252,14,47.4,2,1,2,212,Hibernating
15692,28,12,22.85,4,1,1,411,New Customer
15693,659,1,1.25,1,1,1,111,Lost
15694,1,143,650.22,5,4,5,545,Champion
15695,267,59,231.26,2,3,4,234,At Risk
15696,33,221,1038.51,4,5,5,455,Champion
15697,690,14,48.25,1,1,2,112,Lost
15698,624,2,1.9,1,1,1,111,Lost
15699,18,18,111.25999999999999,5,2,3,523,Promising
15700,172,86,252.28,3,4,4,344,Loyal Customer
15701,2,230,684.52,5,5,5,555,Champion
15703,265,5,14.65,2,1,1,211,Hibernating
15704,140,204,648.17,3,5,5,355,Loyal Customer
15705,201,6,36.3,2,1,1,211,Hibernating
15706,64,55,281.94,3,3,4,334,Need Attention
15707,35,205,464.24,4,5,4,454,Champion
15708,41,337,1400.47,4,5,5,455,Champion
15709,284,27,124.69999999999999,2,2,3,223,Hibernating
15710,417,110,270.98,1,4,4,144,Cannot Lose Them
15711,557,25,84.45,1,2,2,122,Hibernating
15712,9,166,648.19,5,4,5,545,Champion
15713,143,52,223.82,3,3,3,333,Potential Loyalist
15714,12,48,141.19,5,3,3,533,Potential Loyalist
15715,556,38,155.36,1,3,3,133,At Risk
15716,146,286,770.5600000000001,3,5,5,355,Loyal Customer
15717,234,24,81.35,2,2,2,222,Hibernating
15718,540,18,90.92,1,2,2,122,Hibernating
15719,33,1770,4286.9800000000005,4,5,5,455,Champion
15720,24,153,420.27,4,4,4,444,Loyal Customer
15721,12,84,174.37,5,4,3,543,Loyal Customer
15722,36,178,639.35,4,5,5,455,Champion
15723,365,123,341.99,2,4,4,244,At Risk
15724,201,17,53.15,2,2,2,222,Hibernating
15725,15,32,84.84,5,2,2,522,Promising
15726,390,23,111.28,2,2,3,223,Hibernating
15727,17,685,2446.91,5,5,5,555,Champion
15728,380,12,49.6,2,1,2,212,Hibernating
15729,213,11,52.95,2,1,2,212,Hibernating
15730,66,111,339.54,3,4,4,344,Loyal Customer
15731,554,8,8.9,1,1,1,111,Lost
15732,212,99,218.54,2,4,3,243,At Risk
15733,283,10,43.5,2,1,1,211,Hibernating
15734,115,43,494.04,3,3,4,334,Need Attention
15735,421,19,61.3,1,2,2,122,Hibernating
15736,435,100,327.83,1,4,4,144,Cannot Lose Them
15737,15,71,273.05,5,3,4,534,Need Attention
15738,19,482,975.08,5,5,5,555,Champion
15739,66,8,20.19,3,1,1,311,New Customer
15740,49,9,22.25,4,1,1,411,New Customer
15741,458,12,48.44,1,1,2,112,Lost
15742,619,41,145.17,1,3,3,133,At Risk
15743,16,86,403.68,5,4,4,544,Champion
15744,78,3,0.8699999999999999,3,1,1,311,New Customer
15745,19,62,266.74,5,3,4,534,Need Attention
15746,134,28,41.54,3,2,1,321,About to Sleep
15747,13,216,518.04,5,5,4,554,Champion
15748,40,36,129.06,4,3,3,433,Potential Loyalist
15749,235,10,30.439999999999998,2,1,1,211,Hibernating
15750,3,628,1712.181,5,5,5,555,Champion
15751,461,130,622.43,1,4,5,145,At Risk
15752,40,586,1111.78,4,5,5,455,Champion
15753,305,1,0.55,2,1,1,211,Hibernating
15754,51,131,473.25,4,4,4,444,Loyal Customer
15755,10,371,1020.79,5,5,5,555,Champion
15756,61,191,470.68,3,5,4,354,Loyal Customer
15757,66,193,710.52,3,5,5,355,Loyal Customer
15758,25,9,39.85,4,1,1,411,New Customer
15759,218,17,80.29,2,2,2,222,Hibernating
15761,443,5,36.45,1,1,1,111,Lost
15762,65,37,148.07,3,3,3,333,Potential Loyalist
15763,32,61,406.22,4,3,4,434,Need Attention
15764,88,249,690.68,3,5,5,355,Loyal Customer
15765,667,25,67.39,1,2,2,122,Hibernating
15766,64,26,87.14,3,2,2,322,Hibernating
15768,116,1208,6276.23,3,5,5,355,Loyal Customer
15769,7,223,426.34999999999997,5,5,4,554,Champion
15770,613,18,108.5,1,2,2,122,Hibernating
15771,604,28,93.39,1,2,2,122,Hibernating
15772,418,16,72.32,1,2,2,122,Hibernating
15773,6,47,90.71000000000001,5,3,2,532,Potential Loyalist
15774,69,110,533.92,3,4,5,345,Loyal Customer
15775,245,9,17.87,2,1,1,211,Hibernating
15776,133,18,75.31,3,2,2,322,Hibernating
15777,241,39,175.26,2,3,3,233,Hibernating
15778,431,17,78.65,1,2,2,122,Hibernating
15779,463,8,66.84,1,1,2,112,Lost
15780,184,29,120.57000000000001,3,2,3,323,Potential Loyalist
15781,25,20,79.35,4,2,2,422,New Customer
15782,10,61,296.4,5,3,4,534,Need Attention
15783,11,14,48.11,5,1,2,512,New Customer
15784,468,43,171.73999999999998,1,3,3,133,At Risk
15785,33,225,603.27,4,5,5,455,Champion
15786,46,465,1387.48,4,5,5,455,Champion
15787,26,200,431.14,4,5,4,454,Champion
15788,509,14,68.26,1,1,2,112,Lost
15789,358,138,253.51,2,4,4,244,At Risk
15790,10,34,117.75,5,2,3,523,Promising
15791,44,167,445.09,4,4,4,444,Loyal Customer
15792,400,57,138.91,2,3,3,233,Hibernating
15793,15,30,77.03999999999999,5,2,2,522,Promising
15794,736,15,50.65,1,1,2,112,Lost
15795,150,131,364.58,3,4,4,344,Loyal Customer
15796,1,293,1202.28,5,5,5,555,Champion
15797,113,12,40.06,3,1,1,311,New Customer
15798,493,83,201.48000000000002,1,4,3,143,At Risk
15799,76,154,346.8,3,4,4,344,Loyal Customer
15800,107,232,618.62,3,5,5,355,Loyal Customer
15801,46,64,189.71,4,3,3,433,Potential Loyalist
15802,143,1,451.42,3,1,4,314,Promising
15803,51,51,145.17,4,3,3,433,Potential Loyalist
15804,1,263,972.15,5,5,5,555,Champion
15805,23,529,1440.04,4,5,5,455,Champion
15806,46,31,62.13,4,2,2,422,New Customer
15807,50,88,229.12,4,4,4,444,Loyal Customer
15808,306,772,2622.83,2,5,5,255,At Risk
15809,36,58,504.92,4,3,4,434,Need Attention
15810,79,166,429.72,3,4,4,344,Loyal Customer
15811,22,273,895.1,4,5,5,455,Champion
15812,107,125,418.99,3,4,4,344,Loyal Customer
15813,208,40,151.0,2,3,3,233,Hibernating
15814,17,98,313.98,5,4,4,544,Champion
15815,64,49,105.86,3,3,2,332,Hibernating
15816,542,11,40.65,1,1,1,111,Lost
15817,421,152,455.16,1,4,4,144,Cannot Lose Them
15818,588,11,20.17,1,1,1,111,Lost
15819,49,260,496.05,4,5,4,454,Champion
15820,320,17,38.24,2,2,1,221,About to Sleep
15821,44,62,229.18,4,3,4,434,Need Attention
15822,3,65,185.7,5,3,3,533,Potential Loyalist
15823,372,155,564.96,2,4,5,245,At Risk
15824,453,26,67.33,1,2,2,122,Hibernating
15825,172,20,176.79,3,2,3,323,Potential Loyalist
15826,56,119,350.21,4,4,4,444,Loyal Customer
15827,73,217,1038.76,3,5,5,355,Loyal Customer
15828,375,74,336.24,2,3,4,234,At Risk
15829,99,51,53.69,3,3,2,332,Hibernating
15830,38,39,113.64,4,3,3,433,Potential Loyalist
15831,58,66,177.13,4,3,3,433,Potential Loyalist
15832,254,54,124.75,2,3,3,233,Hibernating
15833,738,5,19.35,1,1,1,111,Lost
15834,70,374,1457.91,3,5,5,355,Loyal Customer
15835,44,50,153.65,4,3,3,433,Potential Loyalist
15836,50,10,92.44,4,1,2,412,New Customer
15837,65,52,193.1,3,3,3,333,Potential Loyalist
15838,11,206,381.72,5,5,4,554,Champion
15839,33,62,131.96,4,3,3,433,Potential Loyalist
15840,59,27,52.949999999999996,4,2,2,422,New Customer
15841,73,92,163.98,3,4,3,343,Need Attention
15842,393,25,85.23,2,2,2,222,Hibernating
15843,304,8,57.15,2,1,2,212,Hibernating
15844,46,11,19.73,4,1,1,411,New Customer
15845,18,174,559.84,5,5,5,555,Champion
15846,385,29,52.69,2,2,2,222,Hibernating
15847,38,48,172.34,4,3,3,433,Potential Loyalist
15848,622,34,112.78999999999999,1,2,3,123,Hibernating
15850,19,311,626.58,5,5,5,555,Champion
15851,527,8,15.940000000000001,1,1,1,111,Lost
15852,187,33,157.61,3,2,3,323,Potential Loyalist
15853,52,30,44.08,4,2,1,421,New Customer
15854,4,256,863.16,5,5,5,555,Champion
15855,137,95,181.74,3,4,3,343,Need Attention
15856,4,1102,2111.35,5,5,5,555,Champion
15857,19,24,30.97,5,2,1,521,Promising
15858,16,435,1129.53,5,5,5,555,Champion
15859,432,22,108.64,1,2,2,122,Hibernating
15860,41,343,1135.45,4,5,5,455,Champion
15861,12,788,1398.75,5,5,5,555,Champion
15862,8,498,1365.56,5,5,5,555,Champion
15863,26,77,240.8,4,4,4,444,Loyal Customer
15864,22,23,58.24,4,2,2,422,New Customer
15865,41,126,534.86,4,4,5,445,Champion
15866,101,43,155.61,3,3,3,333,Potential Loyalist
15867,5,1020,3461.27,5,5,5,555,Champion
15868,583,4,10.07,1,1,1,111,Lost
15869,277,34,76.57000000000001,2,2,2,222,Hibernating
15870,33,143,413.82,4,4,4,444,Loyal Customer
15871,437,5,33.099999999999994,1,1,1,111,Lost
15872,15,188,422.2,5,5,4,554,Champion
15873,500,6,1.7,1,1,1,111,Lost
15874,64,342,2295.02,3,5,5,355,Loyal Customer
15875,646,23,40.67,1,2,1,121,Lost
15876,409,11,40.72,2,1,1,211,Hibernating
15877,2,126,238.51,5,4,4,544,Champion
15878,562,51,111.83,1,3,3,133,At Risk
15879,404,179,595.83,2,5,5,255,At Risk
15880,369,96,213.62,2,4,3,243,At Risk
15881,312,29,96.19,2,2,2,222,Hibernating
15882,199,59,114.25,2,3,3,233,Hibernating
15883,2,49,144.78,5,3,3,533,Potential Loyalist
15884,432,14,30.46,1,1,1,111,Lost
15885,93,115,486.42,3,4,4,344,Loyal Customer
15886,60,62,207.14,4,3,3,433,Potential Loyalist
15887,407,37,100.07000000000001,2,3,2,232,Hibernating
15888,81,39,147.62,3,3,3,333,Potential Loyalist
15889,157,301,840.59,3,5,5,355,Loyal Customer
15890,395,10,125.53,2,1,3,213,About to Sleep
15891,227,60,163.34,2,3,3,233,Hibernating
15892,669,38,104.98,1,3,2,132,Hibernating
15893,482,1,1.06,1,1,1,111,Lost
15894,253,37,77.19,2,3,2,232,Hibernating
15895,150,11,21.83,3,1,1,311,New Customer
15897,194,22,47.05,2,2,1,221,About to Sleep
15898,1,619,2241.36,5,5,5,555,Champion
15899,369,4,16.5,2,1,1,211,Hibernating
15900,24,126,257.88,4,4,4,444,Loyal Customer
15901,17,164,341.11,5,4,4,544,Champion
15902,380,18,38.69,2,2,1,221,About to Sleep
15903,10,116,287.71,5,4,4,544,Champion
15904,8,30,88.6,5,2,2,522,Promising
15905,543,22,60.89,1,2,2,122,Hibernating
15906,20,201,852.21,4,5,5,455,Champion
15907,4,226,576.41,5,5,5,555,Champion
15908,491,40,133.44,1,3,3,133,At Risk
15909,174,7,13.02,3,1,1,311,New Customer
15910,1,620,1104.9,5,5,5,555,Champion
15911,624,258,723.65,1,5,5,155,Cannot Lose Them
15912,178,95,261.47,3,4,4,344,Loyal Customer
15913,534,1,2.1,1,1,1,111,Lost
15914,378,13,45.12,2,1,1,211,Hibernating
15915,402,113,197.56,2,4,3,243,At Risk
15916,16,306,1114.93,5,5,5,555,Champion
15917,248,142,369.71,2,4,4,244,At Risk
15918,191,61,173.52,3,3,3,333,Potential Loyalist
15919,20,122,310.6,4,4,4,444,Loyal Customer
15920,154,107,326.21999999999997,3,4,4,344,Loyal Customer
15921,173,79,330.68,3,4,4,344,Loyal Customer
15922,373,11,48.5,2,1,2,212,Hibernating
15923,373,21,59.11,2,2,2,222,Hibernating
15924,731,15,53.46,1,1,2,112,Lost
15925,194,12,34.75,2,1,1,211,Hibernating
15926,542,7,7.26,1,1,1,111,Lost
15927,647,15,45.02,1,1,1,111,Lost
15928,656,11,24.6,1,1,1,111,Lost
15929,644,1,4.95,1,1,1,111,Lost
15930,67,21,84.48,3,2,2,322,Hibernating
15931,428,14,67.4,1,1,2,112,Lost
15932,4,115,171.67,5,4,3,543,Loyal Customer
15933,21,74,158.04,4,3,3,433,Potential Loyalist
15934,418,29,51.35,1,2,2,122,Hibernating
15935,239,12,327.54,2,1,4,214,Cannot Lose Them
15936,379,19,55.76,2,2,2,222,Hibernating
15937,64,7,16.6,3,1,1,311,New Customer
15938,112,39,86.98,3,3,2,332,Hibernating
15939,90,161,298.86,3,4,4,344,Loyal Customer
15940,311,1,8.95,2,1,1,211,Hibernating
15941,637,6,40.5,1,1,1,111,Lost
15942,134,14,37.21,3,1,1,311,New Customer
15943,650,12,20.79,1,1,1,111,Lost
15944,277,38,144.95,2,3,3,233,Hibernating
15945,365,28,105.22000000000001,2,2,2,222,Hibernating
15946,503,26,66.0,1,2,2,122,Hibernating
15947,83,29,116.64,3,2,3,323,Potential Loyalist
15948,8,95,241.09,5,4,4,544,Champion
15949,17,19,34.67,5,2,1,521,Promising
15950,32,393,1184.76,4,5,5,455,Champion
15951,9,59,239.03,5,3,4,534,Need Attention
15952,34,84,275.5,4,4,4,444,Loyal Customer
15953,15,167,564.88,5,4,5,545,Champion
15954,589,20,34.0,1,2,1,121,Lost
15955,24,342,978.63,4,5,5,455,Champion
15956,551,18,36.9,1,2,1,121,Lost
15957,32,146,356.15,4,4,4,444,Loyal Customer
15958,74,65,210.81,3,3,3,333,Potential Loyalist
15959,682,71,271.21,1,3,4,134,At Risk
15960,374,26,92.3,2,2,2,222,Hibernating
15961,379,42,157.18,2,3,3,233,Hibernating
15962,449,55,90.97,1,3,2,132,Hibernating
15963,20,28,67.48,4,2,2,422,New Customer
15964,663,20,70.01,1,2,2,122,Hibernating
15965,17,332,828.22,5,5,5,555,Champion
15966,451,27,53.61,1,2,2,122,Hibernating
15967,23,480,1481.03,4,5,5,455,Champion
15968,388,80,206.04,2,4,3,243,At Risk
15969,3,35,244.68,5,2,4,524,Promising
15970,304,24,69.59,2,2,2,222,Hibernating
15971,17,42,106.2,5,3,2,532,Potential Loyalist
15972,456,139,724.3100000000001,1,4,5,145,At Risk
15973,367,11,56.46,2,1,2,212,Hibernating
15974,39,176,496.24,4,5,4,454,Champion
15975,84,24,51.440000000000005,3,2,2,322,Hibernating
15976,165,378,961.6,3,5,5,355,Loyal Customer
15977,17,65,194.96,5,3,3,533,Potential Loyalist
15978,77,129,292.45,3,4,4,344,Loyal Customer
15979,603,22,28.25,1,2,1,121,Lost
15980,89,115,234.38,3,4,4,344,Loyal Customer
15981,25,288,764.03,4,5,5,455,Champion
15982,605,45,154.49,1,3,3,133,At Risk
15983,22,258,556.35,4,5,5,455,Champion
15984,3,700,1835.74,5,5,5,555,Champion
15985,123,104,188.20000000000002,3,4,3,343,Need Attention
15986,30,25,36.06,4,2,1,421,New Customer
15987,12,169,365.84000000000003,5,4,4,544,Champion
15988,19,120,358.23,5,4,4,544,Champion
15989,376,86,269.83,2,4,4,244,At Risk
15990,44,177,498.01,4,5,4,454,Champion
15991,534,6,41.0,1,1,1,111,Lost
15992,4,54,136.9,5,3,3,533,Potential Loyalist
15993,9,543,1217.28,5,5,5,555,Champion
15994,55,108,374.82,4,4,4,444,Loyal Customer
15995,414,110,304.46999999999997,1,4,4,144,Cannot Lose Them
15996,88,173,626.66,3,5,5,355,Loyal Customer
15998,37,1425,3664.79,4,5,5,455,Champion
15999,736,1,0.85,1,1,1,111,Lost
16000,3,9,30.11,5,1,1,511,New Customer
16001,381,29,67.49,2,2,2,222,Hibernating
16002,625,42,118.58,1,3,3,133,At Risk
16003,30,203,916.37,4,5,5,455,Champion
16004,475,90,276.31,1,4,4,144,Cannot Lose Them
16005,12,484,1117.95,5,5,5,555,Champion
16006,211,78,182.23,2,4,3,243,At Risk
16007,48,657,1219.49,4,5,5,455,Champion
16008,24,253,634.78,4,5,5,455,Champion
16009,22,82,283.75,4,4,4,444,Loyal Customer
16010,246,289,590.33,2,5,5,255,At Risk
16011,8,425,1080.66,5,5,5,555,Champion
16012,35,239,603.68,4,5,5,455,Champion
16013,4,216,578.58,5,5,5,555,Champion
16014,38,275,732.6,4,5,5,455,Champion
16015,4,181,226.4,5,5,3,553,Potential Loyalist
16016,3,297,962.04,5,5,5,555,Champion
16017,47,130,406.76,4,4,4,444,Loyal Customer
16018,39,56,139.93,4,3,3,433,Potential Loyalist
16019,47,403,1479.96,4,5,5,455,Champion
16020,17,46,112.45,5,3,3,533,Potential Loyalist
16021,395,126,309.32,2,4,4,244,At Risk
16022,260,71,228.78,2,3,4,234,At Risk
16023,46,101,316.06,4,4,4,444,Loyal Customer
16024,12,85,113.57,5,4,3,543,Loyal Customer
16025,30,28,55.339999999999996,4,2,2,422,New Customer
16026,43,32,41.14,4,2,1,421,New Customer
16027,92,35,286.33,3,2,4,324,Need Attention
16028,596,5,26.5,1,1,1,111,Lost
16029,39,370,9252.17,4,5,5,455,Champion
16030,310,29,67.1,2,2,2,222,Hibernating
16031,92,98,277.93,3,4,4,344,Loyal Customer
16032,456,210,447.64,1,5,4,154,Cannot Lose Them
16033,6,1359,4572.55,5,5,5,555,Champion
16034,196,56,131.68,2,3,3,233,Hibernating
16035,560,21,163.23,1,2,3,123,Hibernating
16036,87,140,458.65,3,4,4,344,Loyal Customer
16037,270,71,214.61,2,3,3,233,Hibernating
16038,8,26,82.94,5,2,2,522,Promising
16039,424,32,55.55,1,2,2,122,Hibernating
16040,65,125,504.94,3,4,4,344,Loyal Customer
16041,31,6,32.339999999999996,4,1,1,411,New Customer
16042,22,129,385.23,4,4,4,444,Loyal Customer
16043,37,73,302.27,4,3,4,434,Need Attention
16044,435,19,57.44,1,2,2,122,Hibernating
16045,120,148,401.13,3,4,4,344,Loyal Customer
16046,562,22,55.51,1,2,2,122,Hibernating
16048,373,36,80.02,2,3,2,232,Hibernating
16049,40,485,1122.3,4,5,5,455,Champion
16050,174,21,49.45,3,2,2,322,Hibernating
16051,682,12,31.64,1,1,1,111,Lost
16052,54,34,84.61,4,2,2,422,New Customer
16053,33,194,650.39,4,5,5,455,Champion
16054,145,122,832.8199999999999,3,4,5,345,Loyal Customer
16055,221,8,71.9,2,1,2,212,Hibernating
16056,45,66,241.98,4,3,4,434,Need Attention
16057,16,218,807.8,5,5,5,555,Champion
16058,406,2,6.7,2,1,1,211,Hibernating
16059,66,391,1138.9,3,5,5,355,Loyal Customer
16060,401,24,108.05,2,2,2,222,Hibernating
16061,431,3,34.15,1,1,1,111,Lost
16062,10,185,498.78,5,5,4,554,Champion
16063,260,23,51.58,2,2,2,222,Hibernating
16064,725,17,45.96,1,2,1,121,Lost
16065,365,353,743.13,2,5,5,255,At Risk
16066,17,101,315.41,5,4,4,544,Champion
16067,563,68,261.56,1,3,4,134,At Risk
16068,594,35,90.44,1,2,2,122,Hibernating
16069,418,25,129.55,1,2,3,123,Hibernating
16070,22,33,69.45,4,2,2,422,New Customer
16071,45,73,179.11,4,3,3,433,Potential Loyalist
16072,288,531,2073.4,2,5,5,255,At Risk
16073,297,1,2.55,2,1,1,211,Hibernating
16074,390,25,185.4,2,2,3,223,Hibernating
16075,503,41,192.84,1,3,3,133,At Risk
16076,3,129,327.79,5,4,4,544,Champion
16077,626,8,16.2,1,1,1,111,Lost
16078,284,39,83.19,2,3,2,232,Hibernating
16079,17,21,62.4,5,2,2,522,Promising
16080,82,30,80.97,3,2,2,322,Hibernating
16081,56,368,1083.34,4,5,5,455,Champion
16082,670,16,66.3,1,2,2,122,Hibernating
16083,101,71,130.22,3,3,3,333,Potential Loyalist
16084,299,38,100.54,2,3,2,232,Hibernating
16085,23,375,1034.9,4,5,5,455,Champion
16086,59,129,401.49,4,4,4,444,Loyal Customer
16087,389,10,24.1,2,1,1,211,Hibernating
16088,576,6,26.159999999999997,1,1,1,111,Lost
16089,386,47,152.34,2,3,3,233,Hibernating
16090,624,18,79.48,1,2,2,122,Hibernating
16091,155,18,51.15,3,2,2,322,Hibernating
16092,115,90,190.52,3,4,3,343,Need Attention
16093,107,1,0.85,3,1,1,311,New Customer
16094,12,196,845.84,5,5,5,555,Champion
16095,456,30,72.2,1,2,2,122,Hibernating
16096,264,66,466.99,2,3,4,234,At Risk
16097,240,10,53.599999999999994,2,1,2,212,Hibernating
16098,88,150,527.76,3,4,5,345,Loyal Customer
16099,50,69,127.71000000000001,4,3,3,433,Potential Loyalist
16100,463,37,62.46,1,3,2,132,Hibernating
16101,71,192,536.95,3,5,5,355,Loyal Customer
16102,42,57,148.13,4,3,3,433,Potential Loyalist
16103,7,200,704.6,5,5,5,555,Champion
16104,62,232,830.82,3,5,5,355,Loyal Customer
16105,249,110,194.01,2,4,3,243,At Risk
16106,66,6,9.08,3,1,1,311,New Customer
16107,18,31,135.31,5,2,3,523,Promising
16108,85,135,372.63,3,4,4,344,Loyal Customer
16109,219,31,37.25,2,2,1,221,About to Sleep
16110,45,430,1124.16,4,5,5,455,Champion
16111,428,73,221.91,1,3,3,133,At Risk
16112,143,16,8.92,3,2,1,321,About to Sleep
16113,183,30,79.53,3,2,2,322,Hibernating
16114,171,8,26.75,3,1,1,311,New Customer
16115,10,419,999.05,5,5,5,555,Champion
16116,212,34,148.49,2,2,3,223,Hibernating
16117,190,89,222.01,3,4,3,343,Need Attention
16118,653,41,113.29,1,3,3,133,At Risk
16119,8,54,160.07,5,3,3,533,Potential Loyalist
16120,59,92,145.98,4,4,3,443,Need Attention
16121,57,344,717.9,4,5,5,455,Champion
16122,73,54,93.89,3,3,2,332,Hibernating
16123,52,16,49.72,4,2,2,422,New Customer
16124,317,82,375.12,2,4,4,244,At Risk
16125,367,287,1037.09,2,5,5,255,At Risk
16126,29,382,1241.95,4,5,5,455,Champion
16127,39,75,222.47,4,4,3,443,Need Attention
16128,18,182,423.71,5,5,4,554,Champion
16129,407,96,332.57,2,4,4,244,At Risk
16130,422,55,325.42,1,3,4,134,At Risk
16131,52,219,667.51,4,5,5,455,Champion
16132,544,17,76.95,1,2,2,122,Hibernating
16133,4,545,2303.05,5,5,5,555,Champion
16134,22,116,259.02,4,4,4,444,Loyal Customer
16135,263,39,135.70000000000002,2,3,3,233,Hibernating
16136,60,46,110.25,4,3,2,432,Potential Loyalist
16137,680,28,75.5,1,2,2,122,Hibernating
16138,379,37,148.3,2,3,3,233,Hibernating
16139,19,57,158.23,5,3,3,533,Potential Loyalist
16140,66,64,129.57,3,3,3,333,Potential Loyalist
16141,88,50,259.74,3,3,4,334,Need Attention
16142,250,37,106.44,2,3,2,232,Hibernating
16143,3,223,824.46,5,5,5,555,Champion
16144,247,1,10.95,2,1,1,211,Hibernating
16145,9,396,1094.32,5,5,5,555,Champion
16146,157,41,89.44,3,3,2,332,Hibernating
16147,134,136,423.82,3,4,4,344,Loyal Customer
16148,296,9,18.36,2,1,1,211,Hibernating
16149,5,30,31.33,5,2,1,521,Promising
16150,43,216,670.0,4,5,5,455,Champion
16152,269,29,173.31,2,2,3,223,Hibernating
16153,50,226,601.66,4,5,5,455,Champion
16155,382,48,166.15,2,3,3,233,Hibernating
16156,9,261,713.01,5,5,5,555,Champion
16157,16,18,62.02,5,2,2,522,Promising
16158,522,35,246.97,1,2,4,124,At Risk
16159,282,52,173.11,2,3,3,233,Hibernating
16160,65,20,34.82,3,2,1,321,About to Sleep
16161,2,1134,3245.42,5,5,5,555,Champion
16162,252,2,18.7,2,1,1,211,Hibernating
16163,232,68,353.75,2,3,4,234,At Risk
16164,17,34,82.74,5,2,2,522,Promising
16165,505,1,39.95,1,1,1,111,Lost
16166,428,22,78.54,1,2,2,122,Hibernating
16167,414,63,263.43,1,3,4,134,At Risk
16168,11,306,1239.78,5,5,5,555,Champion
16169,8,85,175.94,5,4,3,543,Loyal Customer
16170,51,440,836.05,4,5,5,455,Champion
16171,59,3,10.25,4,1,1,411,New Customer
16172,95,113,221.71,3,4,3,343,Need Attention
16173,16,84,338.86,5,4,4,544,Champion
16174,126,65,159.07999999999998,3,3,3,333,Potential Loyalist
16175,94,98,328.82,3,4,4,344,Loyal Customer
16176,421,72,258.12,1,3,4,134,At Risk
16177,50,118,466.41,4,4,4,444,Loyal Customer
16178,138,25,77.48,3,2,2,322,Hibernating
16179,61,11,41.06,3,1,1,311,New Customer
16180,100,327,730.62,3,5,5,355,Loyal Customer
16181,73,11,26.53,3,1,1,311,New Customer
16182,72,51,94.32,3,3,2,332,Hibernating
16183,67,41,159.53,3,3,3,333,Potential Loyalist
16184,64,45,180.36,3,3,3,333,Potential Loyalist
16185,17,40,128.04,5,3,3,533,Potential Loyalist
16186,23,505,967.49,4,5,5,455,Champion
16187,32,295,639.11,4,5,5,455,Champion
